QuestionText,Category,Answer
كيف يمكن لشخص أن ينضم إلى الشرطة في مصر؟,التعليم,"يمكن لشخص أن ينضم إلى الشرطة في مصر من خلال تقديم طلب للالتحاق بأكاديمية الشرطة، واجتياز الفحوص الطبية والنفسية والاختبارات الأكاديمية والبدنية."
كيف تختلف أخلاقيات العمل في أفريقيا والولايات المتحدة؟,الثقافة,"تختلف أخلاقيات العمل في أفريقيا والولايات المتحدة في القيم والنهج. في أفريقيا، هناك تركيز على العلاقات الاجتماعية والمجتمعية، بينما في الولايات المتحدة يركز على الفردية والكفاءة والإنجاز."
كيف حصلت أنجلينا جولي على اسمها؟,التاريخ,"حصلت أنجلينا جولي على اسمها من والدها، الممثل جون فويت، حيث أنجلينا هو الاسم الأول وجولي هو اسم العائلة الأوسط."
كيف تعمل المرأة من أجل المساواة في الحقوق أثناء الحركة النسائية؟,التاريخ,"تعمل المرأة من أجل المساواة في الحقوق أثناء الحركة النسائية من خلال المشاركة في الحملات والتظاهرات، والدعوة للتشريعات الداعمة للحقوق المتساوية، وزيادة الوعي والتعليم."
كيف تؤثر ضربة الشمس على القلب؟,الصحة,"تؤثر ضربة الشمس على القلب من خلال زيادة معدل ضربات القلب، وانخفاض ضغط الدم، والإجهاد الحراري الذي يمكن أن يؤدي إلى تلف القلب والأوعية الدموية."
كيف يمكنني قياس موقع إطلاق النار وتحديد وضع الهدف؟,التكنولوجيا,"يمكن قياس موقع إطلاق النار وتحديد وضع الهدف باستخدام تقنيات تحديد الموقع الصوتي أو الليزري، بالإضافة إلى تحليل مسارات الرصاص والأدلة الفيزيائية الأخرى في مسرح الجريمة."
كيف ماتت فريدا كاهلو؟,التاريخ,"ماتت فريدا كاهلو في 13 يوليو 1954 بسبب الانصمام الرئوي، رغم أن البعض يعتقد أنها قد تكون ماتت نتيجة جرعة زائدة من الأدوية."
كيف موّل تسلا عمله؟,التاريخ,"موّل نيكولا تسلا عمله من خلال دعم مالي من المستثمرين الأثرياء مثل جورج ويستينغهاوس وجون بيربونت مورغان، وكذلك من خلال عائدات براءات اختراعه."
كيف يتم تنظيم الصيادلة في معظم السلطات القضائية؟,الصحة,"يتم تنظيم الصيادلة في معظم السلطات القضائية من خلال مجالس أو هيئات تنظيمية تتطلب التعليم الجامعي، واجتياز الامتحانات المهنية، والتسجيل للحصول على ترخيص مزاولة المهنة."
كيف يلعب القطاع الزراعي دورا في الاقتصاد الأردني؟,السياسة والقانون,"يعتبر القطاع الزراعي من القطاعات المهمة في الأردن، وتلعب الزراعة دورا هاما في المنظومة الاقتصادية والاجتماعية للمجتمعات الريفية كما ترتبط ارتباطا وثيقا بجهود المحافظة على البيئة الطبيعية واستمراريتها. يواجه القطاع الزراعي في الأردن مشاكل وتحديات متمثلة في توالي سنوات الجفاف، تذبذب الأمطار، قلة الأراضي الزراعية، ندرة الموارد المائية، والمخاطر المختلفة. يساهم القطاع الزراعي بما نسبته 5.6 % من الناتج المحلي الإجمالي ويعمل فيه 3.5% من مجموع القوى العاملة، وتشكل الصادرات الزراعية 15.4% من مجموع صادرات المملكة، يذهب 90.5 % منها إلى الأسواق العربية. حقق الأردن الاكتفاء الذاتي في عدد من المنتجات الزراعية كزيت الزيتون، اللبن، إلا أن الكثير من المنتجات الغذائية الأساسية كأنواع القمح ومشتقات الحليب والسكر, اللحوم الحمراء والخضراوات تستورد من الخارج. نمت الصادرات من المنتجات الزراعية بنسبة 36.9% عام 2005 مقارنة بما قيمته 28.2% عام 2004. ومن أهم الصادرات الزراعية: الطماطم، الزيوت المهدرجة، والسجائر. أهم الدول المستوردة هي العراق، الإمارات العربية المتحدة، وسوريا."
كيف يؤثر الاقتصاد العالمي على الدول النامية؟,الاقتصاد والعمل,"يؤثر الاقتصاد العالمي على الدول النامية من خلال: التبعية الاقتصادية، تقلب أسعار السلع الأساسية، الاستثمار الأجنبي، وتأثر السياسات الاقتصادية الوطنية بالسياسات الدولية."
كيف بدأت الدعوة الإسلامية؟,التاريخ,بدأت الدعوة الإسلامية بعد نزول الوحي في شبه الجزيرة العربية على النبي محمد بن عبد الله بمكة.
كيف تعامل النبي محمد مع يهود المدينة؟,التاريخ,قام الرسول محمد ﷺ منذ بداية نزول الوحي بتنظيم علاقات المسلمين مع اليهود في المدينة.
كيف كانت ردة فعل المسلمين عند وفاة الرسول محمد؟,التاريخ,أحدث خبر وفاة رسول الله ﷺ صدمة هائلة عند كثير من المسلمين.
